dni,ghi,period_end,time,period
0,0,2023-11-11 02:00:00+00:00,02:00:00,PT60M
0,0,2023-11-11 03:00:00+00:00,03:00:00,PT60M
0,0,2023-11-11 04:00:00+00:00,04:00:00,PT60M
0,0,2023-11-11 05:00:00+00:00,05:00:00,PT60M
0,0,2023-11-11 06:00:00+00:00,06:00:00,PT60M
0,0,2023-11-11 07:00:00+00:00,07:00:00,PT60M
0,0,2023-11-11 08:00:00+00:00,08:00:00,PT60M
0,0,2023-11-11 09:00:00+00:00,09:00:00,PT60M
0,0,2023-11-11 10:00:00+00:00,10:00:00,PT60M
0,0,2023-11-11 11:00:00+00:00,11:00:00,PT60M
219,93,2023-11-11 12:00:00+00:00,12:00:00,PT60M
782,367,2023-11-11 13:00:00+00:00,13:00:00,PT60M
901,621,2023-11-11 14:00:00+00:00,14:00:00,PT60M
743,771,2023-11-11 15:00:00+00:00,15:00:00,PT60M
717,893,2023-11-11 16:00:00+00:00,16:00:00,PT60M
522,879,2023-11-11 17:00:00+00:00,17:00:00,PT60M
343,776,2023-11-11 18:00:00+00:00,18:00:00,PT60M
0,394,2023-11-11 19:00:00+00:00,19:00:00,PT60M
0,246,2023-11-11 20:00:00+00:00,20:00:00,PT60M
0,249,2023-11-11 21:00:00+00:00,21:00:00,PT60M
0,160,2023-11-11 22:00:00+00:00,22:00:00,PT60M
0,40,2023-11-11 23:00:00+00:00,23:00:00,PT60M
0,0,2023-11-12 00:00:00+00:00,00:00:00,PT60M
0,0,2023-11-12 01:00:00+00:00,01:00:00,PT60M
0,0,2023-11-12 02:00:00+00:00,02:00:00,PT60M
0,0,2023-11-12 03:00:00+00:00,03:00:00,PT60M
0,0,2023-11-12 04:00:00+00:00,04:00:00,PT60M
0,0,2023-11-12 05:00:00+00:00,05:00:00,PT60M
0,0,2023-11-12 06:00:00+00:00,06:00:00,PT60M
0,0,2023-11-12 07:00:00+00:00,07:00:00,PT60M
0,0,2023-11-12 08:00:00+00:00,08:00:00,PT60M
0,0,2023-11-12 09:00:00+00:00,09:00:00,PT60M
0,0,2023-11-12 10:00:00+00:00,10:00:00,PT60M
0,0,2023-11-12 11:00:00+00:00,11:00:00,PT60M
290,98,2023-11-12 12:00:00+00:00,12:00:00,PT60M
830,369,2023-11-12 13:00:00+00:00,13:00:00,PT60M
947,625,2023-11-12 14:00:00+00:00,14:00:00,PT60M
1001,838,2023-11-12 15:00:00+00:00,15:00:00,PT60M
845,927,2023-11-12 16:00:00+00:00,16:00:00,PT60M
805,978,2023-11-12 17:00:00+00:00,17:00:00,PT60M
44,510,2023-11-12 18:00:00+00:00,18:00:00,PT60M
0,299,2023-11-12 19:00:00+00:00,19:00:00,PT60M
8,394,2023-11-12 20:00:00+00:00,20:00:00,PT60M
14,293,2023-11-12 21:00:00+00:00,21:00:00,PT60M
0,57,2023-11-12 22:00:00+00:00,22:00:00,PT60M
0,24,2023-11-12 23:00:00+00:00,23:00:00,PT60M
0,0,2023-11-13 00:00:00+00:00,00:00:00,PT60M
0,0,2023-11-13 01:00:00+00:00,01:00:00,PT60M
0,0,2023-11-13 02:00:00+00:00,02:00:00,PT60M
0,0,2023-11-13 03:00:00+00:00,03:00:00,PT60M
0,0,2023-11-13 04:00:00+00:00,04:00:00,PT60M
0,0,2023-11-13 05:00:00+00:00,05:00:00,PT60M
0,0,2023-11-13 06:00:00+00:00,06:00:00,PT60M
0,0,2023-11-13 07:00:00+00:00,07:00:00,PT60M
0,0,2023-11-13 08:00:00+00:00,08:00:00,PT60M
0,0,2023-11-13 09:00:00+00:00,09:00:00,PT60M
0,0,2023-11-13 10:00:00+00:00,10:00:00,PT60M
0,0,2023-11-13 11:00:00+00:00,11:00:00,PT60M
321,100,2023-11-13 12:00:00+00:00,12:00:00,PT60M
807,365,2023-11-13 13:00:00+00:00,13:00:00,PT60M
932,621,2023-11-13 14:00:00+00:00,14:00:00,PT60M
873,800,2023-11-13 15:00:00+00:00,15:00:00,PT60M
977,971,2023-11-13 16:00:00+00:00,16:00:00,PT60M
861,1003,2023-11-13 17:00:00+00:00,17:00:00,PT60M
487,856,2023-11-13 18:00:00+00:00,18:00:00,PT60M
277,692,2023-11-13 19:00:00+00:00,19:00:00,PT60M
151,532,2023-11-13 20:00:00+00:00,20:00:00,PT60M
214,429,2023-11-13 21:00:00+00:00,21:00:00,PT60M
12,194,2023-11-13 22:00:00+00:00,22:00:00,PT60M
0,31,2023-11-13 23:00:00+00:00,23:00:00,PT60M
0,0,2023-11-14 00:00:00+00:00,00:00:00,PT60M
0,0,2023-11-14 01:00:00+00:00,01:00:00,PT60M
0,0,2023-11-14 02:00:00+00:00,02:00:00,PT60M
0,0,2023-11-14 03:00:00+00:00,03:00:00,PT60M
0,0,2023-11-14 04:00:00+00:00,04:00:00,PT60M
0,0,2023-11-14 05:00:00+00:00,05:00:00,PT60M
0,0,2023-11-14 06:00:00+00:00,06:00:00,PT60M
0,0,2023-11-14 07:00:00+00:00,07:00:00,PT60M
0,0,2023-11-14 08:00:00+00:00,08:00:00,PT60M
0,0,2023-11-14 09:00:00+00:00,09:00:00,PT60M
0,0,2023-11-14 10:00:00+00:00,10:00:00,PT60M
0,0,2023-11-14 11:00:00+00:00,11:00:00,PT60M
305,99,2023-11-14 12:00:00+00:00,12:00:00,PT60M
763,360,2023-11-14 13:00:00+00:00,13:00:00,PT60M
908,618,2023-11-14 14:00:00+00:00,14:00:00,PT60M
979,833,2023-11-14 15:00:00+00:00,15:00:00,PT60M
929,957,2023-11-14 16:00:00+00:00,16:00:00,PT60M
756,965,2023-11-14 17:00:00+00:00,17:00:00,PT60M
525,838,2023-11-14 18:00:00+00:00,18:00:00,PT60M
0,371,2023-11-14 19:00:00+00:00,19:00:00,PT60M
34,448,2023-11-14 20:00:00+00:00,20:00:00,PT60M
364,465,2023-11-14 21:00:00+00:00,21:00:00,PT60M
386,279,2023-11-14 22:00:00+00:00,22:00:00,PT60M
0,32,2023-11-14 23:00:00+00:00,23:00:00,PT60M
0,0,2023-11-15 00:00:00+00:00,00:00:00,PT60M
0,0,2023-11-15 01:00:00+00:00,01:00:00,PT60M
0,0,2023-11-15 02:00:00+00:00,02:00:00,PT60M
0,0,2023-11-15 03:00:00+00:00,03:00:00,PT60M
0,0,2023-11-15 04:00:00+00:00,04:00:00,PT60M
0,0,2023-11-15 05:00:00+00:00,05:00:00,PT60M
0,0,2023-11-15 06:00:00+00:00,06:00:00,PT60M
0,0,2023-11-15 07:00:00+00:00,07:00:00,PT60M
0,0,2023-11-15 08:00:00+00:00,08:00:00,PT60M
0,0,2023-11-15 09:00:00+00:00,09:00:00,PT60M
0,0,2023-11-15 10:00:00+00:00,10:00:00,PT60M
0,0,2023-11-15 11:00:00+00:00,11:00:00,PT60M
0,33,2023-11-15 12:00:00+00:00,12:00:00,PT60M
127,242,2023-11-15 13:00:00+00:00,13:00:00,PT60M
43,370,2023-11-15 14:00:00+00:00,14:00:00,PT60M
560,705,2023-11-15 15:00:00+00:00,15:00:00,PT60M
563,825,2023-11-15 16:00:00+00:00,16:00:00,PT60M
495,849,2023-11-15 17:00:00+00:00,17:00:00,PT60M
189,678,2023-11-15 18:00:00+00:00,18:00:00,PT60M
0,177,2023-11-15 19:00:00+00:00,19:00:00,PT60M
0,166,2023-11-15 20:00:00+00:00,20:00:00,PT60M
1,330,2023-11-15 21:00:00+00:00,21:00:00,PT60M
0,189,2023-11-15 22:00:00+00:00,22:00:00,PT60M
0,38,2023-11-15 23:00:00+00:00,23:00:00,PT60M
0,0,2023-11-16 00:00:00+00:00,00:00:00,PT60M
0,0,2023-11-16 01:00:00+00:00,01:00:00,PT60M
0,0,2023-11-16 02:00:00+00:00,02:00:00,PT60M
0,0,2023-11-16 03:00:00+00:00,03:00:00,PT60M
0,0,2023-11-16 04:00:00+00:00,04:00:00,PT60M
0,0,2023-11-16 05:00:00+00:00,05:00:00,PT60M
0,0,2023-11-16 06:00:00+00:00,06:00:00,PT60M
0,0,2023-11-16 07:00:00+00:00,07:00:00,PT60M
0,0,2023-11-16 08:00:00+00:00,08:00:00,PT60M
0,0,2023-11-16 09:00:00+00:00,09:00:00,PT60M
0,0,2023-11-16 10:00:00+00:00,10:00:00,PT60M
0,0,2023-11-16 11:00:00+00:00,11:00:00,PT60M
90,69,2023-11-16 12:00:00+00:00,12:00:00,PT60M
392,300,2023-11-16 13:00:00+00:00,13:00:00,PT60M
53,361,2023-11-16 14:00:00+00:00,14:00:00,PT60M
465,678,2023-11-16 15:00:00+00:00,15:00:00,PT60M
427,784,2023-11-16 16:00:00+00:00,16:00:00,PT60M
736,969,2023-11-16 17:00:00+00:00,17:00:00,PT60M
780,981,2023-11-16 18:00:00+00:00,18:00:00,PT60M
663,864,2023-11-16 19:00:00+00:00,19:00:00,PT60M
370,637,2023-11-16 20:00:00+00:00,20:00:00,PT60M
210,405,2023-11-16 21:00:00+00:00,21:00:00,PT60M
0,46,2023-11-16 22:00:00+00:00,22:00:00,PT60M
0,19,2023-11-16 23:00:00+00:00,23:00:00,PT60M
0,0,2023-11-17 00:00:00+00:00,00:00:00,PT60M
0,0,2023-11-17 01:00:00+00:00,01:00:00,PT60M
0,0,2023-11-17 02:00:00+00:00,02:00:00,PT60M
0,0,2023-11-17 03:00:00+00:00,03:00:00,PT60M
0,0,2023-11-17 04:00:00+00:00,04:00:00,PT60M
0,0,2023-11-17 05:00:00+00:00,05:00:00,PT60M
0,0,2023-11-17 06:00:00+00:00,06:00:00,PT60M
0,0,2023-11-17 07:00:00+00:00,07:00:00,PT60M
0,0,2023-11-17 08:00:00+00:00,08:00:00,PT60M
0,0,2023-11-17 09:00:00+00:00,09:00:00,PT60M
0,0,2023-11-17 10:00:00+00:00,10:00:00,PT60M
0,0,2023-11-17 11:00:00+00:00,11:00:00,PT60M
365,102,2023-11-17 12:00:00+00:00,12:00:00,PT60M
792,364,2023-11-17 13:00:00+00:00,13:00:00,PT60M
936,625,2023-11-17 14:00:00+00:00,14:00:00,PT60M
997,842,2023-11-17 15:00:00+00:00,15:00:00,PT60M
1020,993,2023-11-17 16:00:00+00:00,16:00:00,PT60M
768,975,2023-11-17 17:00:00+00:00,17:00:00,PT60M
670,935,2023-11-17 18:00:00+00:00,18:00:00,PT60M
487,799,2023-11-17 19:00:00+00:00,19:00:00,PT60M
216,502,2023-11-17 20:00:00+00:00,20:00:00,PT60M
0,61,2023-11-17 21:00:00+00:00,21:00:00,PT60M
0,72,2023-11-17 22:00:00+00:00,22:00:00,PT60M
0,17,2023-11-17 23:00:00+00:00,23:00:00,PT60M
0,0,2023-11-18 00:00:00+00:00,00:00:00,PT60M
0,0,2023-11-18 01:00:00+00:00,01:00:00,PT60M
0,0,2023-11-18 02:00:00+00:00,02:00:00,PT60M
0,0,2023-11-18 03:00:00+00:00,03:00:00,PT60M
0,0,2023-11-18 04:00:00+00:00,04:00:00,PT60M
0,0,2023-11-18 05:00:00+00:00,05:00:00,PT60M
0,0,2023-11-18 06:00:00+00:00,06:00:00,PT60M
0,0,2023-11-18 07:00:00+00:00,07:00:00,PT60M
0,0,2023-11-18 08:00:00+00:00,08:00:00,PT60M
0,0,2023-11-18 09:00:00+00:00,09:00:00,PT60M
0,0,2023-11-18 10:00:00+00:00,10:00:00,PT60M
0,0,2023-11-18 11:00:00+00:00,11:00:00,PT60M
134,82,2023-11-18 12:00:00+00:00,12:00:00,PT60M
678,347,2023-11-18 13:00:00+00:00,13:00:00,PT60M
821,602,2023-11-18 14:00:00+00:00,14:00:00,PT60M
792,786,2023-11-18 15:00:00+00:00,15:00:00,PT60M
659,871,2023-11-18 16:00:00+00:00,16:00:00,PT60M
380,819,2023-11-18 17:00:00+00:00,17:00:00,PT60M
247,748,2023-11-18 18:00:00+00:00,18:00:00,PT60M
587,845,2023-11-18 19:00:00+00:00,19:00:00,PT60M
578,713,2023-11-18 20:00:00+00:00,20:00:00,PT60M
735,575,2023-11-18 21:00:00+00:00,21:00:00,PT60M
552,320,2023-11-18 22:00:00+00:00,22:00:00,PT60M
90,68,2023-11-18 23:00:00+00:00,23:00:00,PT60M
0,0,2023-11-19 00:00:00+00:00,00:00:00,PT60M
0,0,2023-11-19 01:00:00+00:00,01:00:00,PT60M
0,0,2023-11-19 02:00:00+00:00,02:00:00,PT60M
0,0,2023-11-19 03:00:00+00:00,03:00:00,PT60M
0,0,2023-11-19 04:00:00+00:00,04:00:00,PT60M
0,0,2023-11-19 05:00:00+00:00,05:00:00,PT60M
0,0,2023-11-19 06:00:00+00:00,06:00:00,PT60M
0,0,2023-11-19 07:00:00+00:00,07:00:00,PT60M
0,0,2023-11-19 08:00:00+00:00,08:00:00,PT60M
0,0,2023-11-19 09:00:00+00:00,09:00:00,PT60M
0,0,2023-11-19 10:00:00+00:00,10:00:00,PT60M
0,0,2023-11-19 11:00:00+00:00,11:00:00,PT60M
324,97,2023-11-19 12:00:00+00:00,12:00:00,PT60M
746,354,2023-11-19 13:00:00+00:00,13:00:00,PT60M
879,610,2023-11-19 14:00:00+00:00,14:00:00,PT60M
653,739,2023-11-19 15:00:00+00:00,15:00:00,PT60M
886,947,2023-11-19 16:00:00+00:00,16:00:00,PT60M
549,886,2023-11-19 17:00:00+00:00,17:00:00,PT60M
494,864,2023-11-19 18:00:00+00:00,18:00:00,PT60M
213,508,2023-11-19 19:00:00+00:00,19:00:00,PT60M
0,210,2023-11-19 20:00:00+00:00,20:00:00,PT60M
0,170,2023-11-19 21:00:00+00:00,21:00:00,PT60M
0,105,2023-11-19 22:00:00+00:00,22:00:00,PT60M
0,42,2023-11-19 23:00:00+00:00,23:00:00,PT60M
0,0,2023-11-20 00:00:00+00:00,00:00:00,PT60M
0,0,2023-11-20 01:00:00+00:00,01:00:00,PT60M
0,0,2023-11-20 02:00:00+00:00,02:00:00,PT60M
0,0,2023-11-20 03:00:00+00:00,03:00:00,PT60M
0,0,2023-11-20 04:00:00+00:00,04:00:00,PT60M
0,0,2023-11-20 05:00:00+00:00,05:00:00,PT60M
0,0,2023-11-20 06:00:00+00:00,06:00:00,PT60M
0,0,2023-11-20 07:00:00+00:00,07:00:00,PT60M
0,0,2023-11-20 08:00:00+00:00,08:00:00,PT60M
0,0,2023-11-20 09:00:00+00:00,09:00:00,PT60M
0,0,2023-11-20 10:00:00+00:00,10:00:00,PT60M
0,0,2023-11-20 11:00:00+00:00,11:00:00,PT60M
0,36,2023-11-20 12:00:00+00:00,12:00:00,PT60M
94,238,2023-11-20 13:00:00+00:00,13:00:00,PT60M
254,447,2023-11-20 14:00:00+00:00,14:00:00,PT60M
583,708,2023-11-20 15:00:00+00:00,15:00:00,PT60M
522,801,2023-11-20 16:00:00+00:00,16:00:00,PT60M
39,559,2023-11-20 17:00:00+00:00,17:00:00,PT60M
6,515,2023-11-20 18:00:00+00:00,18:00:00,PT60M
208,677,2023-11-20 19:00:00+00:00,19:00:00,PT60M
165,553,2023-11-20 20:00:00+00:00,20:00:00,PT60M
161,419,2023-11-20 21:00:00+00:00,21:00:00,PT60M
4,181,2023-11-20 22:00:00+00:00,22:00:00,PT60M
0,37,2023-11-20 23:00:00+00:00,23:00:00,PT60M
0,0,2023-11-21 00:00:00+00:00,00:00:00,PT60M
0,0,2023-11-21 01:00:00+00:00,01:00:00,PT60M
0,0,2023-11-21 02:00:00+00:00,02:00:00,PT60M
0,0,2023-11-21 03:00:00+00:00,03:00:00,PT60M
0,0,2023-11-21 04:00:00+00:00,04:00:00,PT60M
0,0,2023-11-21 05:00:00+00:00,05:00:00,PT60M
0,0,2023-11-21 06:00:00+00:00,06:00:00,PT60M
0,0,2023-11-21 07:00:00+00:00,07:00:00,PT60M
0,0,2023-11-21 08:00:00+00:00,08:00:00,PT60M
0,0,2023-11-21 09:00:00+00:00,09:00:00,PT60M
0,0,2023-11-21 10:00:00+00:00,10:00:00,PT60M
0,0,2023-11-21 11:00:00+00:00,11:00:00,PT60M
0,36,2023-11-21 12:00:00+00:00,12:00:00,PT60M
0,188,2023-11-21 13:00:00+00:00,13:00:00,PT60M
187,435,2023-11-21 14:00:00+00:00,14:00:00,PT60M
488,688,2023-11-21 15:00:00+00:00,15:00:00,PT60M
99,634,2023-11-21 16:00:00+00:00,16:00:00,PT60M
24,555,2023-11-21 17:00:00+00:00,17:00:00,PT60M
0,427,2023-11-21 18:00:00+00:00,18:00:00,PT60M
0,363,2023-11-21 19:00:00+00:00,19:00:00,PT60M
0,324,2023-11-21 20:00:00+00:00,20:00:00,PT60M
0,254,2023-11-21 21:00:00+00:00,21:00:00,PT60M
0,125,2023-11-21 22:00:00+00:00,22:00:00,PT60M
0,33,2023-11-21 23:00:00+00:00,23:00:00,PT60M
0,0,2023-11-22 00:00:00+00:00,00:00:00,PT60M
0,0,2023-11-22 01:00:00+00:00,01:00:00,PT60M
0,0,2023-11-22 02:00:00+00:00,02:00:00,PT60M
0,0,2023-11-22 03:00:00+00:00,03:00:00,PT60M
0,0,2023-11-22 04:00:00+00:00,04:00:00,PT60M
0,0,2023-11-22 05:00:00+00:00,05:00:00,PT60M
0,0,2023-11-22 06:00:00+00:00,06:00:00,PT60M
0,0,2023-11-22 07:00:00+00:00,07:00:00,PT60M
0,0,2023-11-22 08:00:00+00:00,08:00:00,PT60M
0,0,2023-11-22 09:00:00+00:00,09:00:00,PT60M
0,0,2023-11-22 10:00:00+00:00,10:00:00,PT60M
0,0,2023-11-22 11:00:00+00:00,11:00:00,PT60M
0,17,2023-11-22 12:00:00+00:00,12:00:00,PT60M
0,71,2023-11-22 13:00:00+00:00,13:00:00,PT60M
126,351,2023-11-22 14:00:00+00:00,14:00:00,PT60M
808,780,2023-11-22 15:00:00+00:00,15:00:00,PT60M
685,864,2023-11-22 16:00:00+00:00,16:00:00,PT60M
128,605,2023-11-22 17:00:00+00:00,17:00:00,PT60M
0,499,2023-11-22 18:00:00+00:00,18:00:00,PT60M
0,396,2023-11-22 19:00:00+00:00,19:00:00,PT60M
0,424,2023-11-22 20:00:00+00:00,20:00:00,PT60M
0,304,2023-11-22 21:00:00+00:00,21:00:00,PT60M
47,210,2023-11-22 22:00:00+00:00,22:00:00,PT60M
9,48,2023-11-22 23:00:00+00:00,23:00:00,PT60M
0,0,2023-11-23 00:00:00+00:00,00:00:00,PT60M
0,0,2023-11-23 01:00:00+00:00,01:00:00,PT60M
0,0,2023-11-23 02:00:00+00:00,02:00:00,PT60M
0,0,2023-11-23 03:00:00+00:00,03:00:00,PT60M
0,0,2023-11-23 04:00:00+00:00,04:00:00,PT60M
0,0,2023-11-23 05:00:00+00:00,05:00:00,PT60M
0,0,2023-11-23 06:00:00+00:00,06:00:00,PT60M
0,0,2023-11-23 07:00:00+00:00,07:00:00,PT60M
0,0,2023-11-23 08:00:00+00:00,08:00:00,PT60M
0,0,2023-11-23 09:00:00+00:00,09:00:00,PT60M
0,0,2023-11-23 10:00:00+00:00,10:00:00,PT60M
0,0,2023-11-23 11:00:00+00:00,11:00:00,PT60M
258,87,2023-11-23 12:00:00+00:00,12:00:00,PT60M
659,331,2023-11-23 13:00:00+00:00,13:00:00,PT60M
803,583,2023-11-23 14:00:00+00:00,14:00:00,PT60M
867,792,2023-11-23 15:00:00+00:00,15:00:00,PT60M
775,898,2023-11-23 16:00:00+00:00,16:00:00,PT60M
502,854,2023-11-23 17:00:00+00:00,17:00:00,PT60M
22,580,2023-11-23 18:00:00+00:00,18:00:00,PT60M
0,272,2023-11-23 19:00:00+00:00,19:00:00,PT60M
0,311,2023-11-23 20:00:00+00:00,20:00:00,PT60M
31,369,2023-11-23 21:00:00+00:00,21:00:00,PT60M
0,130,2023-11-23 22:00:00+00:00,22:00:00,PT60M
0,23,2023-11-23 23:00:00+00:00,23:00:00,PT60M
0,0,2023-11-24 00:00:00+00:00,00:00:00,PT60M
0,0,2023-11-24 01:00:00+00:00,01:00:00,PT60M
0,0,2023-11-24 02:00:00+00:00,02:00:00,PT60M
0,0,2023-11-24 03:00:00+00:00,03:00:00,PT60M
0,0,2023-11-24 04:00:00+00:00,04:00:00,PT60M
0,0,2023-11-24 05:00:00+00:00,05:00:00,PT60M
0,0,2023-11-24 06:00:00+00:00,06:00:00,PT60M
0,0,2023-11-24 07:00:00+00:00,07:00:00,PT60M
0,0,2023-11-24 08:00:00+00:00,08:00:00,PT60M
0,0,2023-11-24 09:00:00+00:00,09:00:00,PT60M
0,0,2023-11-24 10:00:00+00:00,10:00:00,PT60M
0,0,2023-11-24 11:00:00+00:00,11:00:00,PT60M
0,39,2023-11-24 12:00:00+00:00,12:00:00,PT60M
25,178,2023-11-24 13:00:00+00:00,13:00:00,PT60M
0,302,2023-11-24 14:00:00+00:00,14:00:00,PT60M
166,542,2023-11-24 15:00:00+00:00,15:00:00,PT60M
64,526,2023-11-24 16:00:00+00:00,16:00:00,PT60M
1,509,2023-11-24 17:00:00+00:00,17:00:00,PT60M
77,611,2023-11-24 18:00:00+00:00,18:00:00,PT60M
0,428,2023-11-24 19:00:00+00:00,19:00:00,PT60M
0,286,2023-11-24 20:00:00+00:00,20:00:00,PT60M
0,229,2023-11-24 21:00:00+00:00,21:00:00,PT60M
2,184,2023-11-24 22:00:00+00:00,22:00:00,PT60M
0,29,2023-11-24 23:00:00+00:00,23:00:00,PT60M
0,0,2023-11-25 00:00:00+00:00,00:00:00,PT60M
0,0,2023-11-25 01:00:00+00:00,01:00:00,PT60M
0,0,2023-11-25 02:00:00+00:00,02:00:00,PT60M
0,0,2023-11-25 03:00:00+00:00,03:00:00,PT60M
0,0,2023-11-25 04:00:00+00:00,04:00:00,PT60M
0,0,2023-11-25 05:00:00+00:00,05:00:00,PT60M
0,0,2023-11-25 06:00:00+00:00,06:00:00,PT60M
0,0,2023-11-25 07:00:00+00:00,07:00:00,PT60M
0,0,2023-11-25 08:00:00+00:00,08:00:00,PT60M
0,0,2023-11-25 09:00:00+00:00,09:00:00,PT60M
0,0,2023-11-25 10:00:00+00:00,10:00:00,PT60M
0,0,2023-11-25 11:00:00+00:00,11:00:00,PT60M
0,35,2023-11-25 12:00:00+00:00,12:00:00,PT60M
290,264,2023-11-25 13:00:00+00:00,13:00:00,PT60M
672,545,2023-11-25 14:00:00+00:00,14:00:00,PT60M
748,736,2023-11-25 15:00:00+00:00,15:00:00,PT60M
57,508,2023-11-25 16:00:00+00:00,16:00:00,PT60M
0,354,2023-11-25 17:00:00+00:00,17:00:00,PT60M
119,642,2023-11-25 18:00:00+00:00,18:00:00,PT60M
37,568,2023-11-25 19:00:00+00:00,19:00:00,PT60M
82,329,2023-11-25 20:00:00+00:00,20:00:00,PT60M
0,107,2023-11-25 21:00:00+00:00,21:00:00,PT60M
0,106,2023-11-25 22:00:00+00:00,22:00:00,PT60M
0,14,2023-11-25 23:00:00+00:00,23:00:00,PT60M
0,0,2023-11-26 00:00:00+00:00,00:00:00,PT60M
0,0,2023-11-26 01:00:00+00:00,01:00:00,PT60M
0,0,2023-11-26 02:00:00+00:00,02:00:00,PT60M
0,0,2023-11-26 03:00:00+00:00,03:00:00,PT60M
0,0,2023-11-26 04:00:00+00:00,04:00:00,PT60M
0,0,2023-11-26 05:00:00+00:00,05:00:00,PT60M
0,0,2023-11-26 06:00:00+00:00,06:00:00,PT60M
0,0,2023-11-26 07:00:00+00:00,07:00:00,PT60M
0,0,2023-11-26 08:00:00+00:00,08:00:00,PT60M
0,0,2023-11-26 09:00:00+00:00,09:00:00,PT60M
0,0,2023-11-26 10:00:00+00:00,10:00:00,PT60M
0,0,2023-11-26 11:00:00+00:00,11:00:00,PT60M
96,69,2023-11-26 12:00:00+00:00,12:00:00,PT60M
750,342,2023-11-26 13:00:00+00:00,13:00:00,PT60M
892,596,2023-11-26 14:00:00+00:00,14:00:00,PT60M
944,805,2023-11-26 15:00:00+00:00,15:00:00,PT60M
1001,964,2023-11-26 16:00:00+00:00,16:00:00,PT60M
871,994,2023-11-26 17:00:00+00:00,17:00:00,PT60M
692,930,2023-11-26 18:00:00+00:00,18:00:00,PT60M
346,728,2023-11-26 19:00:00+00:00,19:00:00,PT60M
45,436,2023-11-26 20:00:00+00:00,20:00:00,PT60M
207,427,2023-11-26 21:00:00+00:00,21:00:00,PT60M
276,275,2023-11-26 22:00:00+00:00,22:00:00,PT60M
0,49,2023-11-26 23:00:00+00:00,23:00:00,PT60M
0,0,2023-11-27 00:00:00+00:00,00:00:00,PT60M
0,0,2023-11-27 01:00:00+00:00,01:00:00,PT60M
0,0,2023-11-27 02:00:00+00:00,02:00:00,PT60M
0,0,2023-11-27 03:00:00+00:00,03:00:00,PT60M
0,0,2023-11-27 04:00:00+00:00,04:00:00,PT60M
0,0,2023-11-27 05:00:00+00:00,05:00:00,PT60M
0,0,2023-11-27 06:00:00+00:00,06:00:00,PT60M
0,0,2023-11-27 07:00:00+00:00,07:00:00,PT60M
0,0,2023-11-27 08:00:00+00:00,08:00:00,PT60M
0,0,2023-11-27 09:00:00+00:00,09:00:00,PT60M
0,0,2023-11-27 10:00:00+00:00,10:00:00,PT60M
0,0,2023-11-27 11:00:00+00:00,11:00:00,PT60M
49,58,2023-11-27 12:00:00+00:00,12:00:00,PT60M
481,296,2023-11-27 13:00:00+00:00,13:00:00,PT60M
944,601,2023-11-27 14:00:00+00:00,14:00:00,PT60M
957,801,2023-11-27 15:00:00+00:00,15:00:00,PT60M
883,922,2023-11-27 16:00:00+00:00,16:00:00,PT60M
512,828,2023-11-27 17:00:00+00:00,17:00:00,PT60M
52,585,2023-11-27 18:00:00+00:00,18:00:00,PT60M
100,513,2023-11-27 19:00:00+00:00,19:00:00,PT60M
88,512,2023-11-27 20:00:00+00:00,20:00:00,PT60M
101,339,2023-11-27 21:00:00+00:00,21:00:00,PT60M
0,154,2023-11-27 22:00:00+00:00,22:00:00,PT60M
0,48,2023-11-27 23:00:00+00:00,23:00:00,PT60M
0,0,2023-11-28 00:00:00+00:00,00:00:00,PT60M
0,0,2023-11-28 01:00:00+00:00,01:00:00,PT60M
0,0,2023-11-28 02:00:00+00:00,02:00:00,PT60M
0,0,2023-11-28 03:00:00+00:00,03:00:00,PT60M
0,0,2023-11-28 04:00:00+00:00,04:00:00,PT60M
0,0,2023-11-28 05:00:00+00:00,05:00:00,PT60M
0,0,2023-11-28 06:00:00+00:00,06:00:00,PT60M
0,0,2023-11-28 07:00:00+00:00,07:00:00,PT60M
0,0,2023-11-28 08:00:00+00:00,08:00:00,PT60M
0,0,2023-11-28 09:00:00+00:00,09:00:00,PT60M
0,0,2023-11-28 10:00:00+00:00,10:00:00,PT60M
0,0,2023-11-28 11:00:00+00:00,11:00:00,PT60M
134,70,2023-11-28 12:00:00+00:00,12:00:00,PT60M
461,291,2023-11-28 13:00:00+00:00,13:00:00,PT60M
684,543,2023-11-28 14:00:00+00:00,14:00:00,PT60M
928,792,2023-11-28 15:00:00+00:00,15:00:00,PT60M
674,843,2023-11-28 16:00:00+00:00,16:00:00,PT60M
75,633,2023-11-28 17:00:00+00:00,17:00:00,PT60M
268,746,2023-11-28 18:00:00+00:00,18:00:00,PT60M
13,449,2023-11-28 19:00:00+00:00,19:00:00,PT60M
8,321,2023-11-28 20:00:00+00:00,20:00:00,PT60M
1,312,2023-11-28 21:00:00+00:00,21:00:00,PT60M
0,128,2023-11-28 22:00:00+00:00,22:00:00,PT60M
0,30,2023-11-28 23:00:00+00:00,23:00:00,PT60M
0,0,2023-11-29 00:00:00+00:00,00:00:00,PT60M
0,0,2023-11-29 01:00:00+00:00,01:00:00,PT60M
0,0,2023-11-29 02:00:00+00:00,02:00:00,PT60M
0,0,2023-11-29 03:00:00+00:00,03:00:00,PT60M
0,0,2023-11-29 04:00:00+00:00,04:00:00,PT60M
0,0,2023-11-29 05:00:00+00:00,05:00:00,PT60M
